iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations
THA,Thailand,9/26/2021,1561638,12353,16268,125,31460,13599122,0.281,3.6,tests performed,,,,
THA,Thailand,9/27/2021,1571926,10288,16369,101,46970,13646092,0.274,3.7,tests performed,,,,
THA,Thailand,9/28/2021,1581415,9489,16498,129,37636,13683728,0.285,3.5,tests performed,,,,
THA,Thailand,9/29/2021,1591829,10414,16620,122,56382,13740110,0.278,3.6,tests performed,,,,
THA,Thailand,9/30/2021,1603475,11646,16727,107,50566,13790676,0.271,3.7,tests performed,,,,
THA,Thailand,10/1/2021,1615229,11754,16850,123,46568,13837244,0.261,3.8,tests performed,,,,
THA,Thailand,10/2/2021,1626604,11375,16937,87,34293,13871537,0.254,3.9,tests performed,,,,
THA,Thailand,10/3/2021,1637432,10828,17014,77,35419,13906956,0.246,4.1,tests performed,,,,
THA,Thailand,10/4/2021,1647362,9930,17111,97,49428,13956384,0.243,4.1,tests performed,,,,
THA,Thailand,10/5/2021,1657231,9869,17203,92,56866,14013250,0.23,4.3,tests performed,55921443,33243525,21162251,
THA,Thailand,10/6/2021,1678297,21066,17418,215,46896,14060146,0.27,3.7,tests performed,56656247,33505887,21595916,734804
THA,Thailand,10/7/2021,1678297,0,17418,0,52703,14112849,0.232,4.3,tests performed,57387052,33774684,22005722,730805
THA,Thailand,10/8/2021,1689437,11140,17534,116,49633,14162482,0.228,4.4,tests performed,58298700,34188488,22460213,911648
THA,Thailand,10/9/2021,1700067,10630,17607,73,38706,14201188,0.223,4.5,tests performed,59308772,34668552,22949256,1010072
THA,Thailand,10/10/2021,1710884,10817,17691,84,37754,14238942,0.221,4.5,tests performed,59539624,34782627,23055555,230852
THA,Thailand,10/11/2021,1720919,10035,17751,60,52381,14291323,0.22,4.6,tests performed,60228105,35093892,23400992,688481
THA,Thailand,10/12/2021,1730364,9445,17835,84,61955,14353278,0.215,4.6,tests performed,61033251,35462170,23796497,805146
THA,Thailand,10/13/2021,1740428,10064,17917,82,48936,14402214,0.182,5.5,tests performed,61995809,35895984,24282686,962558
THA,Thailand,10/14/2021,1751704,11276,18029,112,51862,14454076,0.215,4.6,tests performed,62579803,36239806,24502527,583994
THA,Thailand,10/15/2021,1762190,10486,18123,94,54456,14508532,0.21,4.8,tests performed,63614352,36721779,25012380,1034549
THA,Thailand,10/16/2021,1772838,10648,18205,82,43560,14552092,0.207,4.8,tests performed,64139022,36955020,25287543,524670
THA,Thailand,10/17/2021,1783701,10863,18273,68,36209,14588301,0.208,4.8,tests performed,65202741,37446713,25825201,1063719
THA,Thailand,10/18/2021,1793812,10111,18336,63,51223,14639524,0.209,4.8,tests performed,65677794,37684728,26042573,475053
THA,Thailand,10/19/2021,1802934,9122,18407,71,63931,14703455,0.207,4.8,tests performed,66592321,38137096,26474522,914527
THA,Thailand,10/20/2021,1811852,8918,18486,79,55210,14758665,0.2,5,tests performed,67587102,38611193,26959785,994781
THA,Thailand,10/21/2021,1821579,9727,18559,73,50987,14809652,0.197,5.1,tests performed,68503058,39039849,27405800,915956
THA,Thailand,10/22/2021,1831389,9810,18625,66,42068,14851720,0.202,5,tests performed,69217162,39358277,27774180,714104
THA,Thailand,10/23/2021,1841131,9742,18699,74,29284,14881004,0.208,4.8,tests performed,69923540,39708520,28106044,706378
THA,Thailand,10/24/2021,1850482,9351,18755,56,33684,14914688,0.205,4.9,tests performed,70279624,39881034,28276165,356084
THA,Thailand,10/25/2021,1859157,8675,18799,44,51389,14966077,0.2,5,tests performed,70505802,39999692,28372531,226178
THA,Thailand,10/26/2021,1866863,7706,18865,66,59475,15025552,0.198,5,tests performed,71237520,40346281,28713904,731718
THA,Thailand,10/27/2021,1875315,8452,18922,57,50899,15076451,0.2,5,tests performed,72049529,40717544,29115651,812009
THA,Thailand,10/28/2021,1884973,9658,19006,84,51712,15128163,0.199,5,tests performed,72812483,41075152,29469487,762954
THA,Thailand,10/29/2021,1893941,8968,19070,64,49308,15177471,0.192,5.2,tests performed,73692039,41495703,29881984,879556
THA,Thailand,10/30/2021,1903165,9224,19158,88,33805,15211276,0.188,5.3,tests performed,74694431,41924824,30409329,1002392
THA,Thailand,10/31/2021,1912024,8859,19205,47,35713,15246989,0.185,5.4,tests performed,75389558,42247135,30743399,695127
THA,Thailand,11/1/2021,1920189,8165,19260,55,50388,15297377,0.184,5.4,tests performed,75710277,42388465,30911219,320719
THA,Thailand,11/2/2021,1935442,15253,19394,134,61061,15358438,0.206,4.9,tests performed,76226116,42548483,31244587,515839
THA,Thailand,11/3/2021,1935442,0,19394,0,52079,15410517,0.18,5.6,tests performed,77014092,42815600,31730365,787976
THA,Thailand,11/4/2021,1951572,16130,19542,148,48439,15458956,0.201,5,tests performed,77831474,43112788,32223467,817382
THA,Thailand,11/5/2021,1960039,8467,19611,69,49697,15508653,0.2,5,tests performed,78656124,43403391,32726021,824650
THA,Thailand,11/6/2021,1960039,0,19611,0,32725,15541378,0.172,5.8,tests performed,79517972,43694336,33263737,861848
THA,Thailand,11/7/2021,1967999,7960,19664,53,,,,,,80221553,43914118,33719280,703581
THA,Thailand,11/8/2021,1975591,7592,19703,39,,,,,,80499612,43990610,33912537,278059
THA,Thailand,11/9/2021,1982495,6904,19764,61,,,,,,80968807,44116509,34240355,469195
THA,Thailand,11/10/2021,1989473,6978,19826,62,,,,,,81761062,44355673,34760830,792255
THA,Thailand,11/11/2021,1996969,7496,19883,57,,,,,,82532531,44579576,35277108,771469
THA,Thailand,11/12/2021,2004274,7305,19934,51,,,,,,83320621,44809613,35800674,788090
THA,Thailand,11/13/2021,2011331,7057,19989,55,,,,,,84094565,45069302,36281904,773944
THA,Thailand,11/14/2021,2018410,7079,20036,47,,,,,,84467731,45204553,36504141,373166
THA,Thailand,11/15/2021,2024753,6343,20081,45,,,,,,85012905,45374194,36855732,545174
THA,Thailand,11/16/2021,2030700,5947,20143,62,,,,,,85412126,45488767,37114546,399221
THA,Thailand,11/17/2021,2037224,6524,20199,56,,,,,,86071507,45700036,37527295,659381
VNM,Vietnam,6/1/2021,7625,193,48,1,,,0.004,243,samples tested,,,,
VNM,Vietnam,6/2/2021,7870,245,49,1,,4205967,0.004,228.8,samples tested,1110111,1078934,31177,
VNM,Vietnam,6/3/2021,8063,193,49,0,51066,4257033,0.004,230.5,samples tested,1156056,1124505,31551,45945
VNM,Vietnam,6/4/2021,8364,301,51,2,43003,4300036,0.005,188.3,samples tested,1217607,1185206,32401,61551
VNM,Vietnam,6/5/2021,8580,216,53,2,,,0.004,222.3,samples tested,1243304,1209672,33632,25697
VNM,Vietnam,6/6/2021,8791,211,53,0,,4408663,0.005,210.1,samples tested,1248559,1214916,33643,5255
VNM,Vietnam,6/7/2021,9027,236,53,0,68923,4477586,0.004,233.5,samples tested,1340098,1301932,38166,91539
VNM,Vietnam,6/8/2021,9222,195,55,2,42290,4519876,0.004,228.1,samples tested,1354856,1312741,42115,14758
VNM,Vietnam,6/9/2021,9635,413,55,0,62370,4582246,0.005,213.2,samples tested,1389887,1342708,47179,35031
VNM,Vietnam,6/10/2021,9835,200,55,0,43798,4626044,0.005,208.2,samples tested,1411548,1361525,50023,21661
VNM,Vietnam,6/11/2021,10048,213,57,2,70977,4697021,0.004,235.7,samples tested,1445723,1392596,53127,34175
VNM,Vietnam,6/12/2021,10337,289,58,1,69511,4766532,0.004,234.6,samples tested,1454221,1399836,54385,8498
VNM,Vietnam,6/13/2021,10630,293,59,1,70741,4837273,0.004,233.1,samples tested,1498323,1443058,55265,44102
VNM,Vietnam,6/14/2021,10881,251,59,0,69477,4906750,0.004,231.5,samples tested,1552651,1493043,59608,54328
VNM,Vietnam,6/15/2021,11304,423,61,2,77438,4984188,0.004,223,samples tested,1648072,1584436,63636,95421
VNM,Vietnam,6/16/2021,11794,490,61,0,59363,5043551,0.005,213.7,samples tested,1773297,1700972,72325,125225
VNM,Vietnam,6/17/2021,12150,356,61,0,68729,5112280,0.005,210,samples tested,1991059,1901226,89833,217762
VNM,Vietnam,6/18/2021,12508,358,62,1,61503,5173783,0.005,193.8,samples tested,2233208,2127352,105856,242149
VNM,Vietnam,6/19/2021,12978,470,64,2,36462,5210245,0.006,168,samples tested,2359376,2244061,115315,126168
VNM,Vietnam,6/20/2021,13258,280,66,2,54293,5264538,0.006,162.6,samples tested,2422643,2300960,121683,63267
VNM,Vietnam,6/21/2021,13530,272,69,3,53386,5317924,0.006,155.2,samples tested,,,,
VNM,Vietnam,6/22/2021,13782,252,69,0,57491,5375415,0.006,157.9,samples tested,2569156,2435313,133843,
VNM,Vietnam,6/23/2021,13989,207,70,1,,,0.006,180.1,samples tested,2626337,2488655,137682,57181
VNM,Vietnam,6/24/2021,14323,334,72,2,,5502282,0.006,179.5,samples tested,2920248,2777127,143121,293911
VNM,Vietnam,6/25/2021,14537,214,74,2,61112,5563394,0.005,192,samples tested,3087580,2937264,150316,167332
VNM,Vietnam,6/26/2021,15325,788,74,0,73624,5637018,0.005,181.8,samples tested,3299232,3143744,155488,211652
VNM,Vietnam,6/27/2021,15740,415,76,2,60106,5697124,0.006,174.3,samples tested,3386607,3229471,157136,87375
VNM,Vietnam,6/28/2021,16136,396,78,2,71049,5768173,0.006,172.8,samples tested,3497104,3324110,172994,110497
VNM,Vietnam,6/29/2021,16507,371,80,2,75426,5843599,0.006,171.8,samples tested,3593970,3411489,182481,96866
VNM,Vietnam,6/30/2021,17052,545,81,1,57892,5901491,0.007,151,samples tested,3776980,3583939,193041,183010
VNM,Vietnam,7/1/2021,17727,675,81,0,72519,5974010,0.007,138.6,samples tested,3813767,3609761,204006,36787
VNM,Vietnam,7/2/2021,18121,394,84,3,132844,6106854,0.007,151.6,samples tested,3842646,3628241,214405,28879
VNM,Vietnam,7/3/2021,19310,1189,84,0,,,0.008,126.6,samples tested,3867407,3648805,218602,24761
VNM,Vietnam,7/4/2021,20261,951,86,2,,6176528,0.009,106,samples tested,3890855,3667519,223336,23448
VNM,Vietnam,7/5/2021,21312,1051,90,4,52717,6229245,0.011,89.1,samples tested,3903105,3676247,226858,12250
VNM,Vietnam,7/6/2021,22341,1029,97,7,89089,6318334,0.012,81.4,samples tested,3928001,3692431,235570,24896
VNM,Vietnam,7/7/2021,23385,1044,102,5,,,0.013,75.9,samples tested,3960956,3719043,241913,32955
VNM,Vietnam,7/8/2021,24810,1425,104,2,,,0.015,66.5,samples tested,3983800,3734268,249532,22844
VNM,Vietnam,7/9/2021,26608,1798,110,6,,,0.021,47.4,samples tested,4010786,3752512,258274,26986
VNM,Vietnam,7/10/2021,28470,1862,112,2,,,0.021,47,samples tested,4040783,3769374,271409,29997
VNM,Vietnam,7/11/2021,30478,2008,119,7,,6635926,0.022,45,samples tested,4051585,3774138,277447,10802
VNM,Vietnam,7/12/2021,32665,2187,125,6,,,0.023,43.2,samples tested,4063872,3783505,280367,12287
VNM,Vietnam,7/13/2021,35409,2744,132,7,,6803573,0.027,37.1,samples tested,4079066,3795182,283884,15194
VNM,Vietnam,7/14/2021,38239,2830,138,6,74363,6877936,0.03,33.4,samples tested,4146767,3859995,286772,67701
VNM,Vietnam,7/15/2021,42288,4049,207,69,,,0.034,29.1,samples tested,4185623,3890947,294676,38856
VNM,Vietnam,7/16/2021,46292,4004,225,18,,7030670,0.038,26.5,samples tested,4233896,3935719,298177,48273
VNM,Vietnam,7/17/2021,51002,4710,225,0,77300,7107970,0.042,23.8,samples tested,4261252,3956254,304998,27356
VNM,Vietnam,7/18/2021,55845,4843,254,29,63874,7171844,0.047,21.1,samples tested,4283906,3977431,306475,22654
VNM,Vietnam,7/19/2021,60180,4335,334,80,72122,7243966,0.052,19.1,samples tested,4305501,3995710,309791,21595
VNM,Vietnam,7/20/2021,65607,5427,334,0,,,0.058,17.3,samples tested,4336833,4019161,317672,31332
VNM,Vietnam,7/21/2021,71144,5537,370,36,,,0.062,16,samples tested,4367939,4042984,324955,31106
VNM,Vietnam,7/22/2021,78269,7125,370,0,,7486705,0.068,14.8,samples tested,4411659,4077099,334560,43720
VNM,Vietnam,7/23/2021,86957,8688,370,0,102002,7588707,0.073,13.7,samples tested,4478757,4125156,353601,67098
VNM,Vietnam,7/24/2021,94913,7956,370,0,98973,7687680,0.076,13.2,samples tested,4535741,4163388,372353,56984
VNM,Vietnam,7/25/2021,101173,6260,370,0,158337,7846017,0.067,14.9,samples tested,4613491,4223628,389863,77750
VNM,Vietnam,7/26/2021,106347,5174,524,154,,,0.063,15.8,samples tested,4746642,4323571,423071,133151
VNM,Vietnam,7/27/2021,117121,10774,524,0,,,0.066,15.1,samples tested,5013175,4562339,450836,266533
VNM,Vietnam,7/28/2021,123640,6519,630,106,,,0.064,15.7,samples tested,5321839,4825209,496630,308664
VNM,Vietnam,7/29/2021,133405,9765,1022,392,,,0.063,15.8,samples tested,5529898,4983496,546402,208059
VNM,Vietnam,7/30/2021,141122,7717,1161,139,,,0.061,16.5,samples tested,5931376,5342483,588893,401478
VNM,Vietnam,7/31/2021,150060,8938,1306,145,,,0.06,16.7,samples tested,6203866,5583255,620611,272490
VNM,Vietnam,8/1/2021,157507,7447,1306,0,,8738745,0.063,15.8,samples tested,6415219,5756155,659064,211353
VNM,Vietnam,8/2/2021,157507,0,1306,0,,,0.062,16.2,samples tested,6959197,6246333,712864,543978
VNM,Vietnam,8/3/2021,174461,16954,2071,765,,8864535,0.075,13.3,samples tested,7291808,6547477,744331,332611
VNM,Vietnam,8/4/2021,181756,7295,2327,256,94246,8958781,0.08,12.6,samples tested,7553318,6774332,778986,261510
VNM,Vietnam,8/5/2021,189066,7310,2720,393,269639,9228420,0.064,15.7,samples tested,8061116,7241093,820023,507798
VNM,Vietnam,8/6/2021,193381,4315,3016,296,171272,9399692,0.057,17.5,samples tested,8528267,7664944,863323,467151
VNM,Vietnam,8/7/2021,205656,12275,3250,234,,,0.065,15.5,samples tested,8896615,8008156,888459,368348
VNM,Vietnam,8/8/2021,215560,9904,3397,147,,9541771,0.072,13.8,samples tested,9405819,8460013,945806,509204
VNM,Vietnam,8/9/2021,224894,9334,3757,360,103066,9644837,0.08,12.5,samples tested,9987587,8984300,1003287,581768
VNM,Vietnam,8/10/2021,232937,8043,4145,388,175150,9819987,0.061,16.3,samples tested,11341864,10305762,1036102,1354277
VNM,Vietnam,8/11/2021,241543,8606,4487,342,,,0.059,16.8,samples tested,12098821,11006121,1092700,756957
VNM,Vietnam,8/12/2021,246568,5025,4813,326,,,0.065,15.4,samples tested,13256472,12064617,1191855,1157651
VNM,Vietnam,8/13/2021,255748,9180,5088,275,,10257476,0.073,13.8,samples tested,13772920,12500947,1271973,516448
VNM,Vietnam,8/14/2021,265464,9716,5437,349,157597,10415073,0.063,15.8,samples tested,14434017,13078340,1355677,661097
VNM,Vietnam,8/15/2021,275044,9580,5774,337,147636,10562709,0.058,17.2,samples tested,14666708,13287434,1379274,232691
VNM,Vietnam,8/16/2021,283696,8652,6141,367,167734,10730443,0.054,18.5,samples tested,15271562,13869728,1401834,604854
VNM,Vietnam,8/17/2021,293301,9605,6472,331,209518,10939961,0.054,18.6,samples tested,15518869,14032444,1486425,247307
VNM,Vietnam,8/18/2021,302101,8800,6770,298,,,0.052,19.2,samples tested,15922537,14359868,1562669,403668
VNM,Vietnam,8/19/2021,312611,10510,7150,380,,11321808,0.055,18.3,samples tested,16306199,14669827,1636372,383662
VNM,Vietnam,8/20/2021,323268,10657,7540,390,,,0.058,17.3,samples tested,16494665,14787599,1707066,188466
VNM,Vietnam,8/21/2021,336707,13439,7540,0,,11533345,0.064,15.7,samples tested,17065896,15274648,1791248,571231
VNM,Vietnam,8/22/2021,348059,11352,8277,737,451655,11985000,0.051,19.5,samples tested,17364569,15530221,1834348,298673
VNM,Vietnam,8/23/2021,358456,10397,8666,389,17418,12002418,0.059,17,samples tested,17647353,15725040,1922313,282784
VNM,Vietnam,8/24/2021,369267,10811,9014,348,1014412,13016830,0.037,27.3,samples tested,18095473,16056222,2039251,448120
VNM,Vietnam,8/25/2021,381363,12096,9349,335,,,0.037,27.2,samples tested,18522203,16382658,2139545,426730
VNM,Vietnam,8/26/2021,392938,11575,9667,318,,13550586,0.036,27.7,samples tested,18843004,16607991,2235013,320801
VNM,Vietnam,8/27/2021,410366,17428,10053,386,132192,13682778,0.039,25.9,samples tested,19151122,16822691,2328431,308118
VNM,Vietnam,8/28/2021,422469,12103,10405,352,200840,13883618,0.036,27.4,samples tested,19431093,16999888,2431205,279971
VNM,Vietnam,8/29/2021,435265,12796,10749,344,171351,14054969,0.042,23.7,samples tested,19710560,17186153,2524407,279467
VNM,Vietnam,8/30/2021,449489,14224,11064,315,,,0.042,24.1,samples tested,19966724,17347538,2619186,256164
VNM,Vietnam,8/31/2021,462096,12607,11064,0,,14332918,0.071,14.2,samples tested,20210381,17483818,2726563,243657
VNM,Vietnam,9/1/2021,473530,11434,11868,804,868961,15201879,0.048,20.8,samples tested,20542325,17660772,2881553,331944
VNM,Vietnam,9/2/2021,486727,13197,12138,270,,,0.045,22.2,samples tested,20831478,17872356,2959122,289153
VNM,Vietnam,9/3/2021,501649,14922,12446,308,,16063195,0.038,26.1,samples tested,21046279,17998754,3047525,214801
VNM,Vietnam,9/4/2021,511170,9521,12793,347,,,0.04,25.3,samples tested,21445181,18246636,3198545,398902
VNM,Vietnam,9/5/2021,524307,13137,13074,281,,16183529,0.042,23.9,samples tested,22012123,18673340,3338783,566942
VNM,Vietnam,9/6/2021,536788,12481,13385,311,146326,16329855,0.041,24.5,samples tested,22675644,19231238,3444406,663521
VNM,Vietnam,9/7/2021,550996,14208,13701,316,,,0.039,25.4,samples tested,23577917,19809234,3768683,902273
VNM,Vietnam,9/8/2021,563676,12680,14135,434,,,0.054,18.4,samples tested,24781185,20591403,4189782,1203268
VNM,Vietnam,9/9/2021,576096,12420,14470,335,,17124865,0.06,16.7,samples tested,25926688,21459102,4467586,1145503
VNM,Vietnam,9/10/2021,589417,13321,14745,275,219310,17344175,0.069,14.6,samples tested,27108588,22367824,4740764,1181900
VNM,Vietnam,9/11/2021,601349,11932,15018,273,,,0.06,16.7,samples tested,28213392,23157067,5056325,1104804
VNM,Vietnam,9/12/2021,613375,12026,15279,261,,,0.051,19.4,samples tested,29280307,23954248,5326059,1066915
VNM,Vietnam,9/13/2021,624547,11172,15660,381,,18197869,0.047,21.3,samples tested,30348920,24727517,5621403,1068613
VNM,Vietnam,9/14/2021,635055,10508,15936,276,209988,18407857,0.046,21.6,samples tested,31254856,25420169,5834687,905936
VNM,Vietnam,9/15/2021,645640,10585,16186,250,,,0.047,21.4,samples tested,32296517,26307653,5988864,1041661
VNM,Vietnam,9/16/2021,656129,10489,16425,239,,,0.047,21.1,samples tested,33006632,26821906,6184726,710115
VNM,Vietnam,9/17/2021,667650,11521,16637,212,,,0.047,21.4,samples tested,33555359,27208264,6347095,548727
VNM,Vietnam,9/18/2021,677023,9373,16857,220,,,0.047,21.1,samples tested,34095243,27577472,6517771,539884
VNM,Vietnam,9/19/2021,687063,10040,17090,233,,,0.049,20.6,samples tested,34553590,27913529,6640061,458347
VNM,Vietnam,9/20/2021,695744,8681,17305,215,,,0.05,20.2,samples tested,35071714,28288007,6783707,518124
VNM,Vietnam,9/21/2021,707436,11692,17545,240,,,0.051,19.7,samples tested,35675840,28745680,6930160,604126
VNM,Vietnam,9/22/2021,718963,11527,17781,236,,20041268,0.051,19.5,samples tested,36152556,29094447,7058109,476716
VNM,Vietnam,9/23/2021,728435,9472,18017,236,,,0.029,34.3,samples tested,36793910,29534498,7259412,641354
VNM,Vietnam,9/24/2021,736972,8537,18220,203,,,0.02,50.9,samples tested,37583248,30027703,7555545,789338
VNM,Vietnam,9/25/2021,746678,9706,18400,180,,23799310,0.015,65.7,samples tested,38367246,30420963,7946283,783998
VNM,Vietnam,9/26/2021,756689,10011,18584,184,135513,23934823,0.015,64.7,samples tested,39232772,30946214,8286558,865526
VNM,Vietnam,9/27/2021,766051,9362,18758,174,,,0.016,62.2,samples tested,40095031,31497967,8597064,862259
VNM,Vietnam,9/28/2021,770640,4589,18936,178,,24070860,0.015,67,samples tested,41153041,32171641,8981400,1058010
VNM,Vietnam,9/29/2021,779398,8758,19098,162,,,0.014,69.5,samples tested,42165168,32669057,9496111,1012127
VNM,Vietnam,9/30/2021,790755,11357,19301,203,,,0.02,50.1,samples tested,42888157,33069709,9818448,722989
VNM,Vietnam,10/1/2021,797712,6957,19437,136,,24587603,0.03,33.6,samples tested,43658818,33532395,10126423,770661
VNM,Vietnam,10/2/2021,803202,5490,19601,164,,,0.061,16.5,samples tested,44637911,34155519,10482392,979093
VNM,Vietnam,10/3/2021,808578,5376,19715,114,,24871501,0.055,18.1,samples tested,45496123,34622194,10873929,858212
VNM,Vietnam,10/4/2021,813961,5383,19845,130,,,0.046,21.7,samples tested,46969510,35355593,11613917,1473387
VNM,Vietnam,10/5/2021,818324,4363,19979,134,,25210300,0.042,23.9,samples tested,48155037,35933360,12221677,1185527
VNM,Vietnam,10/6/2021,822687,4363,20098,119,131395,25341695,0.039,25.4,samples tested,49254925,36448527,12806398,1099888
VNM,Vietnam,10/7/2021,826837,4150,20223,125,,,0.036,28.1,samples tested,,,,
VNM,Vietnam,10/8/2021,831643,4806,20337,114,,,0.036,27.4,samples tested,51968108,37725480,14242628,
VNM,Vietnam,10/9/2021,836134,4491,20442,105,,,0.038,26.6,samples tested,,,,
VNM,Vietnam,10/10/2021,839662,3528,20555,113,,,0.038,26.4,samples tested,54279564,38698136,15581428,
VNM,Vietnam,10/11/2021,843281,3619,20670,115,,,0.04,25.2,samples tested,55229124,39088086,16141038,949560
VNM,Vietnam,10/12/2021,846230,2949,20763,93,,25868520,0.042,23.6,samples tested,56330750,39837150,16493600,1101626
VNM,Vietnam,10/13/2021,849691,3461,20869,106,130784,25999304,0.041,24.4,samples tested,57457092,40654892,16802200,1126342
VNM,Vietnam,10/14/2021,853842,4151,20950,81,247809,26247113,0.033,30.3,samples tested,59003239,41811429,17191810,1546147
VNM,Vietnam,10/15/2021,857639,3797,21043,93,227993,26475106,0.027,36.8,samples tested,,,,
VNM,Vietnam,10/16/2021,860860,3221,21131,88,,,0.027,37.2,samples tested,61919937,44070286,17849651,
VNM,Vietnam,10/17/2021,864053,3193,21194,63,,26572559,0.028,36.1,samples tested,63434180,45281937,18152243,1514243
VNM,Vietnam,10/18/2021,867221,3168,21269,75,,,0.028,35.2,samples tested,64992488,46493751,18498737,1558308
VNM,Vietnam,10/19/2021,870255,3034,21344,75,,26673946,0.03,33.5,samples tested,67083557,47997541,19086016,2091069
VNM,Vietnam,10/20/2021,873901,3646,21416,72,211962,26885908,0.027,36.6,samples tested,68809880,49352317,19457563,1726323
VNM,Vietnam,10/21/2021,877537,3636,21487,71,109941,26995849,0.032,31.6,samples tested,,,,
VNM,Vietnam,10/22/2021,881522,3985,21543,56,,,0.039,25.4,samples tested,71889209,51157792,20731417,
VNM,Vietnam,10/23/2021,884895,3373,21620,77,,,0.037,26.7,samples tested,72929311,51883474,21045837,1040102
VNM,Vietnam,10/24/2021,888940,4045,21673,53,,27250377,0.037,27.2,samples tested,,,,
VNM,Vietnam,10/25/2021,892579,3639,21738,65,,,0.035,28.4,samples tested,74950393,53125886,21824507,
VNM,Vietnam,10/26/2021,896174,3595,21802,64,,,0.034,29.4,samples tested,75970872,53738466,22232406,1020479
VNM,Vietnam,10/27/2021,900585,4411,21856,54,,,0.042,24,samples tested,77145612,54520772,22624840,1174740
VNM,Vietnam,10/28/2021,905477,4892,21910,54,,27619131,0.045,22.3,samples tested,78940403,55578783,23361620,1794791
VNM,Vietnam,10/29/2021,910376,4899,21966,56,88521,27707652,0.046,21.7,samples tested,80528570,56616780,23911790,1588167
VNM,Vietnam,10/30/2021,915603,5227,22030,64,,,0.048,20.8,samples tested,81375376,57044159,24331217,846806
VNM,Vietnam,10/31/2021,921122,5519,22083,53,,,0.05,20.1,samples tested,81929875,57332644,24597231,554499
VNM,Vietnam,11/1/2021,926720,5598,22131,48,,,0.052,19.1,samples tested,83131464,58013895,25117569,1201589
VNM,Vietnam,11/2/2021,932357,5637,22205,74,,28088584,0.055,18.1,samples tested,84090899,58449622,25641277,959435
VNM,Vietnam,11/3/2021,939463,7106,22283,78,112591,28201175,0.058,17.3,samples tested,84884074,58807646,26076428,793175
VNM,Vietnam,11/4/2021,946043,6580,22342,59,113378,28314553,0.058,17.1,samples tested,86319808,59355699,26964109,1435734
VNM,Vietnam,11/5/2021,953547,7504,22412,70,122187,28436740,0.059,16.9,samples tested,,,,
VNM,Vietnam,11/6/2021,961038,7491,22470,58,,,0.061,16.5,samples tested,89620701,60845405,28775296,
VNM,Vietnam,11/7/2021,968684,7646,22531,61,,28666820,0.062,16.2,samples tested,,,,
VNM,Vietnam,11/8/2021,976672,7988,22598,67,,,0.061,16.3,samples tested,92211330,61907563,30303767,
VNM,Vietnam,11/9/2021,984805,8133,22686,88,,28946033,0.061,16.3,samples tested,93962665,62806992,31155673,1751335
VNM,Vietnam,11/10/2021,992735,7930,22765,79,,,0.058,17.3,samples tested,,,,
VNM,Vietnam,11/11/2021,1000897,8162,22849,84,,29304535,0.055,18,samples tested,96557452,63682168,32875284,
VNM,Vietnam,11/12/2021,1009879,8982,22930,81,,,,,,97831758,64073710,33758048,1274306
VNM,Vietnam,11/13/2021,1018346,8467,23018,88,,,,,,98930571,64322087,34608484,1098813
VNM,Vietnam,11/14/2021,1026522,8176,23082,64,,,,,,99751224,64467940,35283284,820653
VNM,Vietnam,11/15/2021,1035138,8616,23183,101,,,,,,100862898,64767521,36095377,1111674
VNM,Vietnam,11/16/2021,1045397,10259,23270,87,,,,,,102030576,65222953,36807623,1167678
VNM,Vietnam,11/17/2021,1055246,9849,23337,67,,,,,,,,,
